10,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,12,12,12,12,12,12,12,12,12,12,12,12,10,10,10,10,10,10,10
10,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,12,12,10,10,12,12,12,12,12,12,12,10,12,10,10,10,10,10,10,10
10,12,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,12,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,7,2,2,2,2,2,2,2,6,12,12,10,10,10,10,10,10,10,10,10
10,12,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,10,12,12,12,3,0,0,0,0,0,0,0,3,12,12,12,10,10,11,11,10,10,10,10
10,12,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,11,10,10,10,10,10,11,10,10,10,10,10,10,10,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,1,1,0,0,0,0,0,3,10,10,11,11,11,11,10,10,10,10,10
10,12,11,11,11,11,11,11,11,11,11,11,11,11,10,10,11,11,11,10,10,10,10,10,10,10,10,10,10,11,10,10,10,10,10,1,1,7,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,11,11,10,10,10,10,10,10,10,10
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,10,10,1,1,3,10,10,10,10,10,10,1,1,1,1,10,10,10,10,10,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,11,11,10,10,10,10,10,10,10,10
10,10,10,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,11,10,11,10,10,10,10,10,10,10
10,10,10,10,10,10,10,0,0,11,11,11,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,11,10,10,10,10,10,10,10,10,10
10,10,10,10,8,11,10,10,11,10,11,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,2,2,2,2,2,2,6,1,1,0,0,0,0,0,3,11,11,10,10,10,10,11,10,10,10,10
10,10,10,10,11,11,10,9,11,11,10,9,11,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,9,9,9,9,9,9,9,9,9,9,0,0,0,0,9,9,9,9,9,9,3,1,0,0,0,0,0,0,3,11,10,10,10,10,10,11,10,10,10,10
10,10,10,10,10,10,8,9,10,10,11,10,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,9,9,9,9,9,9,9,9,9,0,0,0,0,0,9,9,9,9,9,9,3,0,0,0,0,0,0,0,3,10,10,10,10,10,10,10,10,10,10,10
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,9,9,8,9,9,0,9,9,0,0,0,0,0,0,9,9,9,9,9,9,9,3,0,0,0,0,0,0,0,3,10,10,10,10,10,10,10,10,10,10,10
10,9,9,1,9,9,1,9,9,1,9,9,1,9,9,1,9,9,1,9,9,1,9,9,1,9,9,1,9,9,1,9,9,1,9,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,9,9,9,9,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,3,0,0,0,0,0,0,0,3,10,10,10,10,10,10,10,10,10,10,10
10,9,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,9,9,9,9,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,3,0,0,0,0,0,0,0,3,11,10,11,11,10,10,11,10,10,10,10
2,2,2,2,2,2,2,2,2,2,7,2,6,2,2,2,7,2,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,9,9,9,9,9,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,3,0,0,0,0,0,0,0,3,10,12,10,10,10,10,10,10,10,10,10
10,10,10,11,10,10,10,10,10,11,3,1,3,10,11,10,3,1,1,3,11,10,11,12,10,10,10,10,11,10,3,10,10,10,10,10,10,12,10,11,10,10,10,10,10,10,10,10,11,10,12,10,10,10,10,10,10,10,3,9,9,9,9,9,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,9,3,0,0,0,0,0,0,0,3,11,11,11,11,10,10,10,10,10,10,10
10,10,10,10,11,10,10,10,10,11,3,1,3,10,10,10,3,1,1,3,10,10,10,10,10,10,10,10,11,10,3,10,11,10,11,11,11,10,10,10,10,10,10,10,11,11,11,11,10,10,10,10,10,10,10,10,10,10,3,9,9,9,9,9,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,9,3,0,0,0,0,0,0,0,3,10,10,10,10,10,10,10,10,10,10,10
