3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,1,6,0,0,0,0,0,0,0,0,0,0,8,2,2,2,2,2,2,2,2,2,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,1,6,0,0,0,0,0,0,0,0,0,0,8,2,2,2,2,2,2,2,2,2,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,7,9,0,0,0,0,0,0,0,0,0,0,0,8,2,2,2,2,2,2,2,2,9,0,0,0,0,0,0,0,0,5,1,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,7,9,0,0,0,0,0,0,0,0,0,0,0,8,2,2,2,2,2,2,2,2,9,0,0,0,0,0,0,0,0,5,1,6,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,1,1,1,1,1,1,1,1,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,2,2,2,2,2,9,0,0,0,0,0,0,0,0,0,4,2,3,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,1,1,1,1,1,1,1,1,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,2,2,2,2,2,9,0,0,0,0,0,0,0,0,0,4,2,3,0,0,0,4
3,0,0,0,0,0,0,0,5,1,1,6,0,0,0,0,0,0,0,8,7,2,2,2,3,0,0,0,5,1,1,1,1,1,1,1,1,1,1,1,1,6,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,8,2,2,2,2,9,0,0,0,0,0,0,0,0,0,0,4,2,3,0,0,0,4,3,0,0,0,0,0,0,0,5,1,1,6,0,0,0,0,0,0,0,8,7,2,2,2,3,0,0,0,5,1,1,1,1,1,1,1,1,1,1,1,1,6,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,8,2,2,2,2,9,0,0,0,0,0,0,0,0,0,0,4,2,3,0,0,0,4
3,0,0,0,0,0,0,0,8,2,2,9,0,0,0,0,0,0,0,0,0,8,7,7,9,0,0,0,8,7,7,7,7,7,7,7,7,7,7,7,7,9,0,0,0,0,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,6,0,0,0,0,0,0,5,2,3,0,0,0,0,0,0,0,0,0,8,2,2,9,0,0,0,0,0,0,0,0,0,0,5,2,2,2,6,0,0,4,3,0,0,0,0,0,0,0,8,2,2,9,0,0,0,0,0,0,0,0,0,8,7,7,9,0,0,0,8,7,7,7,7,7,7,7,7,7,7,7,7,9,0,0,0,0,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,6,0,0,0,0,0,0,5,2,3,0,0,0,0,0,0,0,0,0,8,2,2,9,0,0,0,0,0,0,0,0,0,0,5,2,2,2,6,0,0,4
2,1,1,1,6,0,0,0,0,8,9,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,2,0,0,8,7,7,7,7,7,7,7,7,7,7,9,0,0,0,0,5,2,3,0,0,0,0,0,5,2,2,3,0,0,5,1,1,6,0,0,0,0,8,9,0,0,0,0,0,5,1,6,0,0,0,0,8,2,9,0,0,0,4,2,1,1,1,6,0,0,0,0,8,9,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,2,0,0,8,7,7,7,7,7,7,7,7,7,7,9,0,0,0,0,5,2,3,0,0,0,0,0,5,2,2,3,0,0,5,1,1,6,0,0,0,0,8,9,0,0,0,0,0,5,1,6,0,0,0,0,8,2,9,0,0,0,4
2,2,2,2,2,6,0,0,0,0,0,0,0,0,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,3,0,0,0,0,5,2,2,2,3,0,0,8,7,7,9,0,0,0,0,0,0,0,0,0,0,0,4,2,3,0,0,0,0,0,7,0,0,0,0,4,2,2,2,2,2,6,0,0,0,0,0,0,0,0,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,3,0,0,0,0,5,2,2,2,3,0,0,8,7,7,9,0,0,0,0,0,0,0,0,0,0,0,4,2,3,0,0,0,0,0,7,0,0,0,0,4
2,2,2,2,2,2,6,0,0,0,0,0,0,5,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,2,3,0,0,0,5,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,0,0,0,0,0,0,0,0,0,0,4,2,2,2,2,2,2,6,0,0,0,0,0,0,5,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,2,3,0,0,0,5,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,0,0,0,0,0,0,0,0,0,0,4
2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,1,1,1,1,1,1,6,0,0,5,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,9,0,0,5,2,2,2,2,2,3,0,0,0,0,0,0,5,1,1,1,1,1,1,1,6,0,0,4,2,2,6,0,0,0,0,0,0,0,0,5,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,1,1,1,1,1,1,6,0,0,5,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,9,0,0,5,2,2,2,2,2,3,0,0,0,0,0,0,5,1,1,1,1,1,1,1,6,0,0,4,2,2,6,0,0,0,0,0,0,0,0,5,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,2,2,2,2,2,2,2,3,0,0,4,2,7,7,7,7,7,7,7,2,3,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,4,2,2,2,6,0,0,0,0,0,0,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,2,2,2,2,2,2,2,3,0,0,4,2,7,7,7,7,7,7,7,2,3,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,4,2,2,2,6,0,0,0,0,0,0,5,2,2
